CLASE_LIB;AUTOR;AUTOR_PRINCIPAL;AÑO_EDICION;TITULO;EDITOR;TIPO;TAMAÑO;NUMCOLECCION
Aperturas;Aagaard Jacob & Lund Esben;Aagaard Jacob;2002;Meeting 1.d4;Ed Everyman;pdf;6.6;
Aperturas;Aagaard Jacob & Ntirlis Nikolaos;Aagaard Jacob;2011;Grandmaster Repertoire 10 The Tarrasch Defence;Ed Quality Chess;pdf;10.7;
Aperturas;Aagaard Jacob & Ntirlis Nikolaos;Aagaard Jacob;2013;Playing the French;Ed Quality Chess;pdf;9.3;
Aperturas;Aagaard Jacob & Pinski Jan;Aagaard Jacob;2001;Sicilian Kalashnikov;Ed Everyman;pdf;4;
Aperturas;Aagaard Jacob & Shaw John;Aagaard Jacob;2011;Experts vs the Anti Sicilian;Ed Quality Chess;pdf;15.1;
Aperturas;Aagaard Jacob;Aagaard Jacob;1998;Easy Guide to the Panov-Botvinnik Attack;Ed Cadogan;pdf;10.5;
Aperturas;Aagaard Jacob;Aagaard Jacob;2000;Easy Guide to the Sveshnikov Sicilian;Ed Everyman;pdf;14;
Aperturas;Aagaard Jacob;Aagaard Jacob;2002;Queen's Indian Defence;Ed Everyman;pdf;18.8;
Aperturas;Acers Jude & Laven George;Acers Jude;2003;The Italian Gambit;Ed Malloy & Malloy;pdf;22.8;
Aperturas;Adorjan Andras & Horvath;Adorjan Andras;1988;Defensa Siciliana Variante Sveshnikov;Ed Mr;pdf;37.6;083.
Aperturas;Alburt Lev & Chernin;Alburt Lev;2001;Pirc Alert!;Ed Chess Information;pdf;96.6;
Aperturas;Alburt Lev & Dzindzichashvili & Perelshteyn;Alburt Lev;2005;Chess Openings for Black Explained;Ed Chess Information;pdf;22.7;
Aperturas;Alburt Lev & Dzindzichashvili & Perelshteyn;Alburt Lev;2007;Chess Openings for White Explained;Ed Chess Information;pdf;13.6;
Aperturas;Alburt Lev & Schiller Eric;Alburt Lev;1985;The Alekhine for the Tournament Player;Ed Batsford;pdf;6.1;
Aperturas;Alterman Boris;Alterman Boris;2010;The Alterman Gambit Guide (White Gambits);Ed Quality Chess;pdf;10.4;
Aperturas;Alterman Boris;Alterman Boris;2011;The Alterman Gambit Guide (Black Gambits 1);Ed Quality Chess;pdf;12.8;
Aperturas;Alterman Boris;Alterman Boris;2012;The Alterman Gambit Guide (Black Gambits 2);Ed Quality Chess;pdf;7.4;
Aperturas;Andriasyan Zaven;Andriasyan Zaven;2013;Winning with the Najdorf Sicilian;Ed New in Chess;pdf;29;
Aperturas;Andriasyan Zaven;Andriasyan Zaven;2015;The English Attack Against The Taimanov Sicilian;Ed New in Chess;pdf;37.8;
Aperturas;Antic Dejan & Maksimovic Branimir;Antic Dejan;2012;The Modern French;Ed New in Chess;pdf;14.2;
Aperturas;Arizmendi Julen & Moreno Javier;Arizmendi Julen;2004;Mastering the Najdorf;Ed Gambit;pdf;13.2;
Aperturas;Aveskulov Valeriy;Aveskulov Valeriy;2012;Attack with Black;Ed Gambit;pdf;4.4;
Aperturas;Avrukh Boris;Avrukh Boris;2008;Grandmaster Repertoire 1 1.d4 vol 1;Ed Quality Chess;pdf;9;
Aperturas;Avrukh Boris;Avrukh Boris;2010;Grandmaster Repertoire 2 1.d4 vol 2;Ed Quality Chess;pdf;16.5;
Aperturas;Avrukh Boris;Avrukh Boris;2011;Grandmaster Repertoire 8 Grunfeld vol 1;Ed Quality Chess;pdf;7.6;
Aperturas;Avrukh Boris;Avrukh Boris;2011;Grandmaster Repertoire 9 Grunfeld vol 2;Ed Quality Chess;pdf;6.3;
Aperturas;Avrukh Boris;Avrukh Boris;2012;Grandmaster Repertoire 11 Beating 1.d4 Sidelines;Ed Quality Chess;pdf;15.6;
Aperturas;Avrukh Boris;Avrukh Boris;2014;Grandmaster Repertoire 17 The Classical Eslava;Ed Quality Chess;pdf;12.1;
Aperturas;Avrukh Boris;Avrukh Boris;2018;Grandmaster Repertoire 2a 1.d4 King's Indian & Grunfeld 2A;Ed Quality Chess;pdf;2.3;
Aperturas;Bagirov Vladimir;Bagirov Vladimir;1990;Apertura Inglesa (1);Ed Eseuve;pdf;9.3;
Aperturas;Bagirov Vladimir;Bagirov Vladimir;1991;Apertura Inglesa (2);Ed Eseuve;pdf;23.2;
Aperturas;Baker Chris;Baker Chris;2003;A Startling Chess Opening Repertoire;Ed Everyman;pdf;11.7;
Aperturas;Barden Leonard & Hartston William & Keene Raymond;Barden Leonard;1973;The King's Indian Defence;Ed Batsford;pdf;16.2;
Aperturas;Barsky Vladimir;Barsky Vladimir;2009;The Scotch Game For White;Ed Chess Stars;pdf;7.7;
Aperturas;Barsky Vladimir;Barsky Vladimir;2010;A Universal Weapon 1.d4 d6;Ed Chess Stars;pdf;4.2;
Aperturas;Barsky Vladimir;Barsky Vladimir;2010;The modern Philidor defence;Ed Chess Stars;pdf;4.5;
Aperturas;Basman Michael;Basman Michael;1983;Play the St. George;Ed Pergamon;pdf;5;
Aperturas;Bauer Christian;Bauer Christian;2005;Play 1...b6;Ed Everyman;pdf;6;
Aperturas;Bauer Christian;Bauer Christian;2010;Play the Scandinavian;Ed Quality Chess;pdf;5.7;
Aperturas;Bauer Christian;Bauer Christian;2011;Juegue la Escandinava;Ed Esfera;pdf;21.8;
Aperturas;Beim Valeri;Beim Valeri;2002;Understanding the Leningrad Dutch;Ed Gambit;pdf;10.8;
Aperturas;Beliavsky Alexander & Mikhalchishin Adrian;Beliavsky Alexander;1994;Ataque Sozin-Fischer;Ed Aguilera;pdf;4.9;
Aperturas;Beliavsky Alexander & Mikhalchishin Adrian;Beliavsky Alexander;1999;The Two Knights Defence;Ed Batsford;pdf;7.2;
Aperturas;Beliavsky Alexander & Mikhalchishin Adrian;Beliavsky Alexander;2008;The Petrosian System Against the QID;Ed Chess Stars;pdf;5.1;
Aperturas;Bellin Robert & Ponzetto Pietro;Bellin Robert;1990;Mastering Modern Benoni and Benko;Ed Batsford;pdf;8.6;
Aperturas;Bellin Robert & Ponzetto Pietro;Bellin Robert;1990;Mastering the King's Indian Defense;Ed Batsford;pdf;5.3;
Aperturas;Bellin Robert & Ponzetto Pietro;Bellin Robert;1990;Mastering the Modern Benoni and the Benko Gambit;Ed Batsford;pdf;5;
Aperturas;Bellin Robert;Bellin Robert;1983;Queen's pawn Veresov system;Ed Batsford;pdf;30.4;
Aperturas;Bellin Robert;Bellin Robert;1993;Trompowski Opening and Torre Attack;Ed Batsford;pdf;2.3;
Aperturas;Benjamin Joel & Schiller Eric;Benjamin Joel;1987;Unorthodox Openings;Ed Batsford;pdf;6;
Aperturas;Berg Emanuel;Berg Emanuel;2013;Grandmaster Repertoire 14 French Defence 1;Ed Quality Chess;pdf;10.4;
Aperturas;Berg Emanuel;Berg Emanuel;2013;Grandmaster Repertoire 15 French Defence 2;Ed Quality Chess;pdf;24;
Aperturas;Berg Emanuel;Berg Emanuel;2015;Grandmaster Repertoire 16 French Defence 3;Ed Quality Chess;pdf;10.7;
Aperturas;Bijovsky Anatoli;Bijovsky Anatoli;1994;Apertura Española Cerrada;Ed Ajedrez Internacional;pdf;6.4;
Aperturas;Bikhovsky Anatoly;Bikhovsky Anatoly;1993;The closed spanish Karpov & Zaitsev Systems;Ed Batsford;pdf;6.8;
Aperturas;Blackstock LS;Blackstock LS;1976;Ruy Lopez Breyer System;Ed Batsford;pdf;2.5;
Aperturas;Bogdanov Valentin;Bogdanov Valentin;2009;Chess Explained. The Grünfeld;Ed Gambit;pdf;3.2;
Aperturas;Bogdanov Valentin;Bogdanov Valentin;2009;Play the Alekhine;Ed Gambit;pdf;11.1;
Aperturas;Bologan Victor;Bologan Victor;2008;The Chebanenko Slav According to Bologan;Ed New in Chess;pdf;15.1;
Aperturas;Bologan Victor;Bologan Victor;2009;La eslava Chebanenko;Ed Esfera;pdf;20.1;
Aperturas;Bologan Victor;Bologan Victor;2009;The King's Indian;Ed Chess Stars;pdf;10.6;
Aperturas;Bologan Victor;Bologan Victor;2011;La India de Rey;Ed Esfera;pdf;16.3;
Aperturas;Bologan Victor;Bologan Victor;2011;The Rossolimo Sicilian;Ed New in Chess;pdf;8.3;
Aperturas;Bologan Victor;Bologan Victor;2012;The Powerful Catalan;Ed New in Chess;pdf;7.5;
Aperturas;Bologan Victor;Bologan Victor;2014;Bologan's Black Weapons in the Open Games;Ed New in Chess;pdf;13.5;
Aperturas;Bologan Victor;Bologan Victor;2015;Ruy Lopez for Black;Ed New in Chess;pdf;25.4;
Aperturas;Bologan Victor;Bologan Victor;2017;Bologan's King's Indian;Ed New in Chess;pdf;16;
Aperturas;Bologan Victor;Bologan Victor;2018;Bologan's Caro-Kann;Ed New in Chess;pdf;41.7;
Aperturas;Borik Otto;Borik Otto;1986;Budapest Gambit;Ed Batsford;pdf;2.2;
Aperturas;Borrell Máximo;Borrell Máximo;1975;Aperturas abiertas;Ed Bruguera;pdf;7.5;
Aperturas;Borrell Máximo;Borrell Máximo;1975;Aperturas Cerradas;Ed Bruguera;pdf;20.6;
Aperturas;Borrell Máximo;Borrell Máximo;1975;Aperturas de flanco;Ed Bruguera;pdf;26.3;
Aperturas;Borrell Máximo;Borrell Máximo;1975;Aperturas Semicerradas;Ed Bruguera;pdf;8.4;
Aperturas;Bosch Jeroen;Bosch Jeroen;2003;Secrets of Opening Surprises Vol.1;Ed New in Chess;pdf;34.5;
Aperturas;Bosch Jeroen;Bosch Jeroen;2004;Secrets of Opening Surprises Vol.2;Ed New in Chess;pdf;10.9;
Aperturas;Bosch Jeroen;Bosch Jeroen;2005;Secrets of Opening Surprises Vol.3;Ed New in Chess;pdf;9.4;
Aperturas;Bosch Jeroen;Bosch Jeroen;2006;Secrets of Opening Surprises Vol.4;Ed New in Chess;pdf;26.2;
Aperturas;Bosch Jeroen;Bosch Jeroen;2006;Secrets of Opening Surprises Vol.5;Ed New in Chess;pdf;25.9;
Aperturas;Bosch Jeroen;Bosch Jeroen;2007;Secrets of Opening Surprises Vol.6;Ed New in Chess;pdf;9;
Aperturas;Bosch Jeroen;Bosch Jeroen;2007;Secrets of Opening Surprises Vol.7;Ed New in Chess;pdf;25.6;
Aperturas;Bosch Jeroen;Bosch Jeroen;2008;Secrets of Opening Surprises Vol.8;Ed New in Chess;pdf;25.1;
Aperturas;Bosch Jeroen;Bosch Jeroen;2008;Secrets of Opening Surprises Vol.9;Ed New in Chess;pdf;25.8;
Aperturas;Bosch Jeroen;Bosch Jeroen;2009;Secrets of Opening Surprises Vol.10;Ed New in Chess;pdf;24.7;
Aperturas;Bosch Jeroen;Bosch Jeroen;2009;Secrets of Opening Surprises Vol.11;Ed New in Chess;pdf;25.7;
Aperturas;Bosch Jeroen;Bosch Jeroen;2010;Secrets of Opening Surprises Vol.12;Ed New in Chess;pdf;53.5;
Aperturas;Bosch Jeroen;Bosch Jeroen;2011;Secrets of Opening Surprises Vol.13;Ed New in Chess;pdf;25;
Aperturas;Bosch Jeroen;Bosch Jeroen;2012;Secrets of Opening Surprises Vol.14;Ed New in Chess;pdf;19.5;
Aperturas;Boterill George.;Boterill George.;1986;Open Gambits;Ed Batsford;pdf;4.8;
Aperturas;Bronstein David;Bronstein David;1999;Bronstein on the King's Indian;Ed Everyman;pdf;11.7;
Aperturas;Bronznik Valeri;Bronznik Valeri;2011;Beat The Guerrillas;Ed New in Chess;pdf;24.3;
Aperturas;Brunello Sabino;Brunello Sabino;2009;Attacking the Spanish;Ed Quality Chess;pdf;9.3;
Aperturas;Buckley Graeme;Buckley Graeme;1998;Easy Guide to the Queen's Gambit Accepted;Ed Cadogan;pdf;6.3;
Aperturas;Burgess Graham & Pedersen Steffen;Burgess Graham;1994;The Queen's Gambit for the Attacking Player;Ed Batsford;pdf;12.5;
Aperturas;Burgess Graham & Pedersen Steffen;Burgess Graham;1997;Beating the Indian Defences;Ed Batsford;pdf;3.1;
Aperturas;Burgess Graham;Burgess Graham;1992;The Complete Alekhine;Ed Batsford;pdf;10.9;
Aperturas;Burgess Graham;Burgess Graham;1999;Gambit Guide to the Torre Attack;Ed Gambit;pdf;8.7;
Aperturas;Burgess Graham;Burgess Graham;2000;The Taimanov Sicilian;Ed Gambit;pdf;10.6;
Aperturas;Burgess Graham;Burgess Graham;2001;The Slav;Ed Gambit;pdf;5.9;
Aperturas;Burgess Graham;Burgess Graham;2012;101 sorpresas de apertura;Ed Hispano Europea;pdf;8.6;
Aperturas;Burgess Graham;Burgess Graham;2013;A Cunning Chess Opening Repertoire for White;Ed Gambit;pdf;41.5;
Aperturas;Chandler Murray;Chandler Murray;1996;The Complete c3 Sicilian;Ed Batsford;pdf;5.4;
Aperturas;Chatur Nitin;Chatur Nitin;2011;Dynamic Hippo Defense in Chess;Ed Divine;pdf;2.5;
Aperturas;Cherniaev Alexander & Prokuronov Eduard;Cherniaev Alexander;2011;The new old indian;Ed Everyman;pdf;3.4;
Aperturas;Cherta Pedro;Cherta Pedro;1971;Defensa Siciliana Variante Paulsen;Ed Mr;pdf;49.6;034.
Aperturas;Cherta Pedro;Cherta Pedro;1972;Defensa Siciliana Variante Najdorf;Ed Mr;pdf;10.7;025.
Aperturas;Cherta Pedro;Cherta Pedro;1974;Defensa India de Rey;Ed Mr;pdf;24.4;006.
Aperturas;Chetverik Maxim;Chetverik Maxim;2018;The Queen's Indian Defense Main Line 4.g3 System;Ed LLC Elk;pdf;33;
Aperturas;Collins Sam;Collins Sam;2004;An Attacking Repertoire for White;Ed Batsford;pdf;2.4;
Aperturas;Collins Sam;Collins Sam;2005;Understanding the Chess Openings;Ed Gambit;pdf;7.5;
Aperturas;Collins Sam;Collins Sam;2007;Chess Explained. The c3 Sicilian;Ed Gambit;pdf;8.6;
Aperturas;Collins Sam;Collins Sam;2007;Entender las Aperturas;Ed Hispano Europea;pdf;10.5;
Aperturas;Cornette Matthieu & Libiszewski Fabien;Cornette Matthieu;2013;The Complete Kalashnikov;Ed Chess Evolution;pdf;19.7;
Aperturas;Cox John;Cox John;2004;Alekhine's Defence;Ed Everyman;pdf;9.5;
Aperturas;Cox John;Cox John;2005;Dealing with d4 Deviations;Ed Everyman;pdf;9.5;
Aperturas;Cox John;Cox John;2006;Starting Out 1.d4!;Ed Everyman;pdf;12.5;
Aperturas;Cox John;Cox John;2007;Starting Out the Sicilian Sveshnikov;Ed Everyman;pdf;5.1;
Aperturas;Cox John;Cox John;2008;The Berlin Wall;Ed Quality Chess;pdf;19.3;
Aperturas;Cox John;Cox John;2009;Aprenda Aperturas Gane con 1.d4!;Ed La Casa del Ajedrez;pdf;9.6;
Aperturas;Crouch Colin;Crouch Colin;1998;The Queens Gambit Declined 5.Bf4;Ed Cadogan;pdf;17.9;
Aperturas;Cuenca José;Cuenca José;2017;Como luchar contra el Sistema Londres;Ed web;pdf;0.5;
Aperturas;Cummings David;Cummings David;2001;Symmetrical English;Ed Everyman;pdf;18.9;
Aperturas;Czerniak Miguel;Czerniak Miguel;1954;La Defensa Francesa;Ed Sopena;pdf;8.6;
Aperturas;Davies Nigel;Davies Nigel;2002;Taming th Sicilian;Ed Everyman;pdf;4.2;
Aperturas;Davies Nigel;Davies Nigel;2003;How To Study The Chess Opening;Ed Chess Cafe;pdf;0.1;
Aperturas;Davies Nigel;Davies Nigel;2003;The Veresov;Ed Everyman;pdf;12.5;
Aperturas;Davies Nigel;Davies Nigel;2004;The Dynamic Reti;Ed Everyman;pdf;18.5;
Aperturas;Davies Nigel;Davies Nigel;2005;The Trompowsky;Ed Everyman;pdf;8.6;
Aperturas;Davies Nigel;Davies Nigel;2006;Play 1.e4 e5!. A Complete Repertoire for Black;Ed Everyman;pdf;0.9;
Aperturas;Davies Nigel;Davies Nigel;2008;Starting Out the Modern;Ed Everyman;pdf;9.7;
Aperturas;Davies Nigel;Davies Nigel;2009;Play the Catalan;Ed Everyman;pdf;19.5;
Aperturas;De Firmian Nick;De Firmian Nick;1999;Modern Chess Openings 14th Edition;Ed David McKay;pdf;19.2;
Aperturas;de Firmian Nick;de Firmian Nick;2002;Apertura Modernas de Ajedrez;Ed Tutor;pdf;50.1;
Aperturas;De Firmian Nick;De Firmian Nick;2002;Aperturas Modernas de Ajedrez;Ed Tutor;pdf;26;
Aperturas;De Firmian Nick;De Firmian Nick;2008;Modern Chess Openings 15th Edition;Ed David McKay;pdf;6.1;
Aperturas;De la Riva Oscar;De la Riva;2001;Defensa Holandesa;Ed Evajedrez;pdf;8.9;
Aperturas;de la Villa Jesús;de la Villa;2000;El ataque inglés;Ed Evajedrez;pdf;3.8;
Aperturas;de la Villa Jesús;de la Villa;2001;El ataque Trompowsky;Ed Evajedrez;pdf;6.1;
Aperturas;de la Villa Jesús;de la Villa;2003;Desmontando la Siciliana;Ed Esfera;pdf;45.4;
Aperturas;de la Villa Jesús;de la Villa;2003;Desmontando la siciliana 2;Ed Esfera;pdf;11.6;
Aperturas;de la Villa Jesús;de la Villa;2009;Desmontando la siciliana 2;Ed Esfera;pdf;19.7;
Aperturas;de la Villa Jesús;de la Villa;2009;Dismantling the Sicilian;Ed New in Chess;pdf;17.1;
Aperturas;de Prado Oscar;de Prado Oscar;2014;El Sistema Londres-Pereyra;Ed Chessy;pdf;28;
Aperturas;Dearing Edward;Dearing Edward;2004;Play The Sicilian Dragon;Ed Gambit;pdf;6.2;
Aperturas;Dearing Edward;Dearing Edward;2005;Play the Nimzo Indian;Ed Everyman;pdf;6.2;
Aperturas;del Hoyo Feliz;del Hoyo Feliz;1975;La apertura Larsen 1. P3CD;Ed Jaque;pdf;3.9;
Aperturas;Delchev Alexander & Agrest Evgenij;Delchev Alexander;2011;The Safest Grunfeld;Ed Chess Stars;pdf;12.2;
Aperturas;Delchev Alexander & Semkov Semko;Delchev Alexander;2015;Understanding the QGA;Ed Chess Stars;pdf;9.6;
Aperturas;Delchev Alexander & Semkov Semko;Delchev Alexander;2016;Attacking the English Reti;Ed Chess Stars;pdf;6.4;
Aperturas;Delchev Alexander;Delchev Alexander;2012;The Modern Reti;Ed Chess Stars;pdf;6.1;
Aperturas;Dembo Yelena;Dembo Yelena;2007;Play the Grunfeld;Ed Everyman;pdf;22.8;
Aperturas;Demuth Adrien;Demuth Adrien;2018;The Modernized Reti;Ed Thinkers Publishing;pdf;20.1;
Aperturas;de_Doviitis Alejo;de_Doviitis Alejo;2005;Pensar la Apertura;Ed Cuadernillos Didacticos;pdf;61.7;
Aperturas;Di Luca Franco;Di Luca Franco;1976;Moderna teoría de defensa Petrov;Ed Caymi;pdf;11.2;
Aperturas;Djuric Stefan & Komarov Dimitri & Pantaleoni Claud;Djuric Stefan;2007;Chess Openings Essentials 1;Ed New in Chess;pdf;24.9;
Aperturas;Djuric Stefan & Komarov Dimitri & Pantaleoni Claud;Djuric Stefan;2009;Chess Openings Essentials 2;Ed New in Chess;pdf;14.8;
Aperturas;Djuric Stefan & Komarov Dimitri & Pantaleoni Claud;Djuric Stefan;2009;Chess Openings Essentials 3;Ed New in Chess;pdf;18.1;
Aperturas;Djuric Stefan & Komarov Dimitri & Pantaleoni Claud;Djuric Stefan;2010;Chess Openings Essentials 4;Ed New in Chess;pdf;15.4;
Aperturas;Donaldson John & Hansen Carsten;Donaldson John;2007;A Strategic Opening Repertoire;Ed Russell Enterprises;pdf;5.4;
Aperturas;Donaldson John & Minev Nikolay;Donaldson John;2003;Dutch Defense, New & Forgotten Ideas!;Ed Thinkers Press;pdf;9.8;
Aperturas;Donaldson John & Silman Jeremy;Donaldson John;1988;Semi Slav no Meran Variations;Ed Summit;pdf;2.8;
Aperturas;Dreev Alexey;Dreev Alexey;2010;The Moscow and Anti Moscow Variations;Ed Chess Stars;pdf;5.3;
Aperturas;Dreev Alexey;Dreev Alexey;2011;The Meran and anti Meran Variations;Ed Chess Stars;pdf;13.2;
Aperturas;Dreev Alexey;Dreev Alexey;2013;Dreev vs. the Benoni;Ed Chess Stars;pdf;4.8;
Aperturas;Dreev Alexey;Dreev Alexey;2014;Anti Spanish the Cozio Defence;Ed Chess Stars;pdf;15.2;
Aperturas;Dreev Alexey;Dreev Alexey;2015;Attacking the Caro-Kann;Ed Chess Stars;pdf;9.3;
Aperturas;Dreev Alexey;Dreev Alexey;2016;Bf4 in the Queen's Gambit and Exchange Slav;Ed Chess Stars;pdf;14.2;
Aperturas;Druash Dennis;Druash Dennis;1997;Alapin Opening;Ed Chess Enterprises;pdf;8.4;
Aperturas;Dunnington Angus;Dunnington Angus;1996;The Chigorin Queens Gambit;Ed Batsford;pdf;2.5;
Aperturas;Dunnington Angus;Dunnington Angus;1998;Easy Guide to the Reti Opening;Ed Cadogan;pdf;2.5;
Aperturas;Dunnington Angus;Dunnington Angus;1998;The Ultimate Kings Indian Attack;Ed Batsford;pdf;5.2;
Aperturas;Dunnington Angus;Dunnington Angus;2005;Aperturas poco convencionales;Ed Hispano Europea;pdf;10.7;
Aperturas;Eales y Willians;Eales y Willians;1976;La defensa Alekhine;Ed Mr;pdf;7.6;060.
Aperturas;Edwards Jon;Edwards Jon;2011;Chess Is Fun Ruy Lopez  Exchange Variation;Ed Desconocido;pdf;6.7;
Aperturas;Edwards Jon;Edwards Jon;2011;Chess is Fun The French MacCutcheon;Ed Desconocido;pdf;7;
Aperturas;Ehlvest Jaan;Ehlvest Jaan;1993;The Leningrad Dutch;Ed Batsford;pdf;10.1;
Aperturas;Eingorn Viacheslav & Bogdanov Valentin;Eingorn Viacheslav;2008;Chess Explained. The French;Ed Gambit;pdf;15.8;
Aperturas;Eingorn Viacheslav;Eingorn Viacheslav;2006;Creative Chess Opening Preparation;Ed Gambit;pdf;37.3;
Aperturas;Eingorn Viacheslav;Eingorn Viacheslav;2009;Preparación Creativa de Aperturas;Ed Hispano Europea;pdf;14;
Aperturas;Eingorn Viacheslav;Eingorn Viacheslav;2010;A Rock Solid Chess Opening Repertoire for Black;Ed Gambit;pdf;19.3;
Aperturas;Elguezabal Daniel;Elguezabal Daniel;2005;Curso de aperturas, sistemas abiertos;Ed La Casa del Ajedrez;pdf;46.7;
Aperturas;Elguezabal Daniel;Elguezabal Daniel;2005;Curso de aperturas, sistemas cerrados;Ed La Casa del Ajedrez;pdf;18.4;
Aperturas;Elguezabal Daniel;Elguezabal Daniel;2005;Curso de aperturas, sistemas semiabiertos I;Ed La Casa del Ajedrez;pdf;41.4;
Aperturas;Elguezabal Daniel;Elguezabal Daniel;2005;Curso de aperturas, sistemas semiabiertos II;Ed La Casa del Ajedrez;pdf;48.7;
Aperturas;Emms John & Chris Ward & Palliser Richard;Emms John;2006;Dangerous Weapons, The Nimzo-Indian;Ed Everyman;pdf;5.2;
Aperturas;Emms John & Flear Glenn & Greet Andrew;Emms John;2008;Dangerous Weapons, 1.e4 e5;Ed Everyman;pdf;5.5;
Aperturas;Emms John & Palliser Richard & Wells Peter;Emms John;2009;Dangerous Weapons Anti-Sicilians;Ed Everyman;pdf;40.9;
Aperturas;Emms John;Emms John;1998;The French Tarrasch;Ed Batsford;pdf;7.5;
Aperturas;Emms John;Emms John;1999;Easy Guide to the Ruy Lopez;Ed Everyman;pdf;7.7;
Aperturas;Emms John;Emms John;2001;Play the Open Games as Black;Ed Gambit;pdf;12.6;
Aperturas;Emms John;Emms John;2002;Sicilian Kan;Ed Everyman;pdf;10.5;
Aperturas;Emms John;Emms John;2003;Attacking with 1 e4;Ed Everyman;pdf;32.7;
Aperturas;Emms John;Emms John;2003;Play the Najdorf Scheveningen style;Ed Everyman;pdf;17.6;
Aperturas;Emms John;Emms John;2004;The Scandinavian (2nd ed);Ed Everyman;pdf;14.9;
Aperturas;Emms John;Emms John;2005;Starting Out The Scotch Game;Ed Everyman;pdf;12.5;
Aperturas;Emms John;Emms John;2010;La Defensa Siciliana;Ed La Casa del Ajedrez;pdf;15.9;
Aperturas;Emms John;Emms John;2012;La Defensa Nimzoindia;Ed La Casa del Ajedrez;pdf;17.3;
Aperturas;Esserman Marc;Esserman Marc;2012;Mayhem In The Morra!;Ed Quality Chess;pdf;8.5;
Aperturas;Estrin Yakov;Estrin Yakov;1968;Defensa de los dos caballos;Ed Aguilera;pdf;366.8;
Aperturas;Estrin Yakov;Estrin Yakov;1982;Gambits;Ed Chess Enterprises;pdf;3.6;
Aperturas;Euwe Max;Euwe Max;1965;La Defensa Francesa;Ed Catalan;pdf;6.6;
Aperturas;Euwe Max;Euwe Max;1969;Gambito de Dama-III;Ed Catalan;pdf;40.1;
Aperturas;Euwe Max;Euwe Max;1974;Aperturas Semiabiertas;Ed Catalan;pdf;4.7;
Aperturas;Euwe Max;Euwe Max;1974;Defensa Benoni;Ed Catalan;pdf;2.5;
Aperturas;Euwe Max;Euwe Max;1974;La defensa Caro-Kann;Ed Catalan;pdf;4;
Aperturas;Euwe Max;Euwe Max;1975;Defensas Indias;Ed Catalan;pdf;29.8;
Aperturas;Euwe Max;Euwe Max;1976;Apertura Inglesa;Ed Catalan;pdf;13;
Aperturas;Euwe Max;Euwe Max;1978;La Apertura Española Tomo 1;Ed Catalan;pdf;6.7;
Aperturas;Euwe Max;Euwe Max;1978;La Apertura Española Tomo 2;Ed Catalan;pdf;7.5;
Aperturas;Falchetta Giovanni;Falchetta Giovanni;1992;Keres Defence 1.d4 d5 2.c4 Bf5;Ed S1 Editrice;pdf;5.9;
Aperturas;Fedorowicz John;Fedorowicz John;2002;Najdorf [B90-B99];Ed Desconocido;pdf;0.2;
Aperturas;Fernandez Daniel;Fernandez Daniel;2018;The Modernized Caro-Kann;Ed Thinkers Publishing;pdf;50;
Aperturas;Flear Glenn;Flear Glenn;1998;The Slav for the Tournament Player;Ed Batsford;pdf;3.8;
Aperturas;Flear Glenn;Flear Glenn;2010;Las Defensas Eslava y Semieslava;Ed La Casa del Ajedrez;pdf;49.3;
Aperturas;Flesch Janos;Flesch Janos;1981;The Morra Smith Gambit;Ed Batsford;pdf;4.1;
Aperturas;Forintos Gyozo & Haag Ervin;Forintos Gyozo;1983;Petroffs defence;Ed Batsford;pdf;9.5;
Aperturas;Franco Zenón;Franco Zenón;2006;Chess Explained. The English Opening;Ed Gambit;pdf;9.1;
Aperturas;Franco Zenón;Franco Zenón;2007;Chess Explained The Modern Benoni;Ed Gambit;pdf;3.2;
Aperturas;Fridshtein F.;Fridshtein F.;1974;La defensa Pirc mejorada;Ed Mr;pdf;140.7;029.
Aperturas;Ftacnik Lubomir;Ftacnik Lubomir;2010;Grandmaster Repertoire 6. The Sicilian Defence;Ed Quality Chess;pdf;9.9;
Aperturas;Gallagher Joe;Gallagher Joe;2003;Starting Out. The King's Indian;Ed Everyman;pdf;5.3;
Aperturas;Gallagher Joe;Gallagher Joe;2004;Play the King's Indian. A Complete Repertoire for Black;Ed Everyman;pdf;16.3;
Aperturas;Gallagher Joe;Gallagher Joe;2005;Beating the Anti King's Indians;Ed Batsford;pdf;9.3;
Aperturas;Gallagher Joe;Gallagher Joe;2007;La Defensa Caro Kann;Ed La Casa del Ajedrez;pdf;10.9;
Aperturas;Gallagher Joe;Gallagher Joe;2009;La defensa India de Rey;Ed La Casa del Ajedrez;pdf;14.2;
Aperturas;Ganzo Julio;Ganzo Julio;1957;La Defensa Alekhine;Ed Aguilera;pdf;11.9;
Aperturas;Ganzo Julio;Ganzo Julio;1954;La apertura de los cuatro caballos;Ed Aguilera;pdf;5.7;
Aperturas;Ganzo Julio;Ganzo Julio;1958;La apertura Escocesa y la Defensa Petroff;Ed Aguilera;pdf;8.1;
Aperturas;Gawain Jones;Gawain Jones;2008;Sicilian Gran Prix Attack;Ed Everyman;pdf;3.1;
Aperturas;Gawain Jones;Gawain Jones;2015;Grandmaster Repertoire 24 The Dragon 1;Ed Quality Chess;pdf;12.6;
Aperturas;Gawain Jones;Gawain Jones;2015;Grandmaster Repertoire 25 The Dragon 2;Ed Quality Chess;pdf;15.9;
