CLASE_LIB;AUTOR;AUTOR_PRINCIPAL;AÑO_EDICION;TITULO;EDITOR;TIPO;TAMAÑO;NUMCOLECCION
Grandes Jugadores;Reinfeld Fred;Reinfeld Fred;1947;Aron Nimzovich hypermodern chess;Ed General Publishing;pdf;27.6;
Grandes Jugadores;Reinfeld Fred;Reinfeld Fred;1948;Aron Nimzovich hypermodern chess;Ed Dover;pdf;3.7;
Grandes Jugadores;Reinfeld Fred;Reinfeld Fred;1948;Keres' Best Games of Chess 1931 a 1948;Ed Dover;pdf;5.4;
Grandes Jugadores;Reinfeld Fred;Reinfeld Fred;1960;Tarrasch's Best Games of Chess;Ed Dover;pdf;4.9;
Grandes Jugadores;Reinfeld Fred;Reinfeld Fred;1963;Lasker's Greatest Chess Games 1889 a 1914;Ed Dover;pdf;10.7;
Grandes Jugadores;Reinhardt Rudolf;Reinhardt Rudolf;2013;Aron Nimzowitsch 1928 to1935;Ed New in Chess;pdf;28.6;
Grandes Jugadores;Repetto Millán Gilberto;Repetto Millán Gilberto;2005;Torre y sus contemporaneos;Ed UAY;pdf;10.4;
Grandes Jugadores;Reshevsky Samuel;Reshevsky Samuel;1948;Reshevsky frente al tablero;Ed Sopena;pdf;37.1;
Grandes Jugadores;Reshevsky Samuel;Reshevsky Samuel;1960;Reshevsky's best games of chess;Ed Dover;pdf;28.1;
Grandes Jugadores;Reshevsky Samuel;Reshevsky Samuel;1962;How chess games are won;Ed Pitman and Sons;pdf;17.1;
Grandes Jugadores;Reshevsky Samuel;Reshevsky Samuel;1976;Great Chess Upsets;Ed Faber and Faber;pdf;11.5;
Grandes Jugadores;Rowland;Rowland;1899;Whillian Henry Pollock Memories;Ed Dublin;pdf;6.3;
Grandes Jugadores;Rubinstein Akiba;Rubinstein Akiba;1971;La Partida de Ajedrez;Ed Aguilera;pdf;5.2;
Grandes Jugadores;Sanchez Miguel A;Sanchez Miguel A;2015;Jose Raul Capablanca, a Chess Biography;Ed McFarland;pdf;81.8;
Grandes Jugadores;Sanz José;Sanz José;1949;Morphy, la estrella fugaz del ajedrez;Ed Aguilera;pdf;5.3;
Grandes Jugadores;Schiller Eric;Schiller Eric;2004;Learn from Bobby Fischer's Greatest games;Ed Cardoza;pdf;18.7;
Grandes Jugadores;Schiller Eric;Schiller Eric;2005;Learn from Garry Kasparov's greates games;Ed Cardoza;pdf;18.5;
Grandes Jugadores;Seirawan Yasser;Seirawan Yasser;2010;Chess Duels;Ed Everyman;pdf;10.6;
Grandes Jugadores;Semkov Semko;Semkov Semko;1998;Boris Spassky's 300 Wins;Ed Chess Stars;pdf;11.4;
Grandes Jugadores;Sergeant Phillip;Sergeant Phillip;1959;Partidas de Ajedrez de Morphy;Ed CECSA;pdf;12.7;
Grandes Jugadores;Sergey Ionov;Sergey Ionov;1998;Portrait of a Chess Player Alexander Khalifman;Ed Desconocido;pdf;0.6;
Grandes Jugadores;Shekhtman E.;Shekhtman E.;1991;The Games of Tigran Petrosian 1942-1965;Ed Pergamon;pdf;8.6;
Grandes Jugadores;Shekhtman E.;Shekhtman E.;1991;The Games of Tigran Petrosian 1966-1983;Ed Pergamon;pdf;9.4;
Grandes Jugadores;Shirov Alexei;Shirov Alexei;1997;Fire on Board I;Ed Cadogan;pdf;34.9;
Grandes Jugadores;Shirov Alexei;Shirov Alexei;2002;Fuego en el Tablero 1;Ed Tutor;pdf;32.7;
Grandes Jugadores;Shirov Alexei;Shirov Alexei;2004;Fuego en el Tablero 2;Ed Chessy;pdf;136.6;
Grandes Jugadores;Shirov Alexei;Shirov Alexei;2005;Fire on Board part 2;Ed Everyman;pdf;15.1;
Grandes Jugadores;Simagin Vladimir;Simagin Vladimir;1983;El estilo posicional;Ed Aguilera;pdf;5.3;
Grandes Jugadores;Smyslov Vasily;Smyslov Vasily;1958;My Best Games of Chess, Vol. 1. 1935 a 1957;Ed Routledge & Kegan;pdf;10.3;
Grandes Jugadores;Smyslov Vasily;Smyslov Vasily;1983;Smyslov's 125 Selected Games;Ed Cadogan;pdf;15.9;
Grandes Jugadores;Smyslov Vasily;Smyslov Vasily;2019;Partidas comentadas, compilación de José Luis Matamoros;Ed Jaque;pdf;12.8;
Grandes Jugadores;Smyslov, Tahl, Yudasin, Tukmakov;Smyslov, Tahl, Yudasin,;1992;Bobby Fischer 1 1955 a 1960;Ed Eseuve;pdf;14.4;
Grandes Jugadores;Smyslov, Tahl, Yudasin, Tukmakov;Smyslov, Tahl, Yudasin,;1992;Bobby Fischer 2 1961 a 1967;Ed Eseuve;pdf;12.5;
Grandes Jugadores;Smyslov, Tahl, Yudasin, Tukmakov;Smyslov, Tahl, Yudasin,;1992;Bobby Fischer 3 1968 a 1992;Ed Eseuve;pdf;11.3;
Grandes Jugadores;Sokolov Ivan;Sokolov Ivan;1997;Ivan Sokolov's Best Games;Ed Cadogan;pdf;12.3;
Grandes Jugadores;Soloviov Sergei;Soloviov Sergei;2000;Mikhail Botvinnik games;Ed Chess Stars;pdf;15.3;
Grandes Jugadores;Soloviov Sergei;Soloviov Sergei;2002;Alexander Alekhines Games 1902-1922;Ed Chess Stars;pdf;13.5;
Grandes Jugadores;Soloviov Sergei;Soloviov Sergei;2002;Alexander Alekhines Games 1923-1934;Ed Chess Stars;pdf;18.6;
Grandes Jugadores;Soloviov Sergei;Soloviov Sergei;2004;Jose Raul Capablanca games 1901 to 1924;Ed Chess Stars;pdf;24.6;
Grandes Jugadores;Soltis Andrew;Soltis Andrew;1973;The Best Chess Games of Boris Spassky;Ed David McKay;pdf;5.6;
Grandes Jugadores;Soltis Andrew;Soltis Andrew;1990;Pillsbury the Extraordinary;Ed Chess Digest;pdf;2.8;
Grandes Jugadores;Soltis Andrew;Soltis Andrew;1993;Frank Marshall, United States Chess Champion;Ed McFarland;pdf;7.5;
Grandes Jugadores;Soltis Andrew;Soltis Andrew;2003;Bobby Fischer Rediscovered;Ed Batsford;pdf;4.6;
Grandes Jugadores;Soltis Andrew;Soltis Andrew;2005;Why Lasker Matters;Ed Batsford;pdf;70.1;
Grandes Jugadores;Soltis Andrew;Soltis Andrew;2014;Mikhail Botvinnik, Life and Games;Ed McFarland;pdf;25.4;
Grandes Jugadores;Soltis Andrew;Soltis Andrew;2019;Tal, Petrosian, Spassky and Korchnoi;Ed McFarland;pdf;12.6;
Grandes Jugadores;Speelman Jon;Speelman Jon;1997;Jon Speelmans Best Games;Ed Batsford;pdf;6.1;
Grandes Jugadores;Spielman Rudolf;Spielman Rudolf;1968;El Arte del Sacrificio;Ed Mr;pdf;6.2;015.
Grandes Jugadores;Sthalberg Gideon;Sthalberg Gideon;1958;Partidas Clasicas de Capablanca;Ed Editorial Continental;pdf;13.1;
Grandes Jugadores;Stohl Igor;Stohl Igor;2005;Las mejores partidas de Garry Kasparov tomo I;Ed La Casa del Ajedrez;pdf;18.6;
Grandes Jugadores;Stohl Igor;Stohl Igor;2005;Las mejores partidas de Garry Kasparov tomo II;Ed La Casa del Ajedrez;pdf;21.1;
Grandes Jugadores;Studenetzky Moisés & Wexler;Studenetzky Moisés;1980;Karpov un genio de nuestro tiempo;Ed Sopena;pdf;10.3;
Grandes Jugadores;Tafur James Alvis;Tafur James Alvis;2017;Julio Granda, Poderío en el medio juego y en el final;Ed Chessy;pdf;11.6;
Grandes Jugadores;Taimanov Mark;Taimanov Mark;1995;Taimanov's Selected Games;Ed Cadogan;pdf;11.3;
Grandes Jugadores;Tal Mikhail & Damsky Iakov;Tal Mikhail;1988;Al Ataque;Ed Aguilera;pdf;31.6;
Grandes Jugadores;Tal Mikhail & Damsky Iakov;Tal Mikhail;1994;Attack With Mikhail Tal;Ed Everyman;pdf;21.3;
Grandes Jugadores;Tal Mikhail & Damsky Iakov;Tal Mikhail;1998;Al Ataque;Ed La Casa del Ajedrez;pdf;5.8;
Grandes Jugadores;Tal Mikhail;Tal Mikhail;1997;The Life and Games of Mikhail Tal;Ed Cadogan;pdf;47.6;
Grandes Jugadores;Tal Mikhail;Tal Mikhail;2008;Magia en el tablero Volumen 1;Ed Chessy;pdf;10.2;
Grandes Jugadores;Tal Mikhail;Tal Mikhail;2014;Magia en el tablero Volumen 2;Ed Chessy;pdf;36.2;
Grandes Jugadores;Tanner Robert;Tanner Robert;2016;Vera Menchik;Ed McFarland;pdf;22.7;
Grandes Jugadores;Tartakower Savielly;Tartakower Savielly;2015;My Best Games of Chess 1905-1954;Ed Russell Enterprises;pdf;6.8;
Grandes Jugadores;Tay Junior;Tay Junior;2015;Ivanchuk move by move;Ed Everyman;pdf;3.3;
Grandes Jugadores;Timman Jan;Timman Jan;1996;Studies and Games;Ed Cadogan;pdf;11.9;
Grandes Jugadores;Timman Jan;Timman Jan;2006;Secret matches of Botvinnik;Ed Russell Enterprises;pdf;0.5;
Grandes Jugadores;Timman Jan;Timman Jan;2007;Mi ajedrez audaz;Ed Hispano Europea;pdf;42;
Grandes Jugadores;Toran Roman;Toran Roman;1967;Bronstein, el genio del ajedrez moderno;Ed Aguilera;pdf;10.7;
Grandes Jugadores;Tukmakov Vladimir;Tukmakov Vladimir;2012;Profession Chessplayer;Ed Russell Enterprises;pdf;10.2;
Grandes Jugadores;Vargas Raúl;Vargas Raúl;1994;GM Marcel Sisniega;Ed Torre;pdf;3.3;
Grandes Jugadores;Varios;Varios;1943;Homenaje a Capablanca;Ed Cuba;pdf;12.8;
Grandes Jugadores;Varios;Varios;2015;Los Campeones Mundiales;Ed Instituto Latinoamericano;pdf;9.4;
Grandes Jugadores;Varnush Egon;Varnush Egon;1979;Selected games of Lajosh Portisch;Ed Batsford;pdf;4.1;
Grandes Jugadores;Varnusz Egon;Varnusz Egon;1987;Keres Paul Best Games Vol.1 Closed Games;Ed Pergamon;pdf;6.3;
Grandes Jugadores;Varnusz Egon;Varnusz Egon;1987;Paul Keres Best Games Volume 1, Closed games;Ed Pergamon;pdf;6.3;
Grandes Jugadores;Varnusz Egon;Varnusz Egon;1990;Paul Keres Best Games Volume 2, Open & Semi-Open Games;Ed Pergamon;pdf;6.4;
Grandes Jugadores;Vasiliev Vik;Vasiliev Vik;1974;Tigran Petrosian His Life and Games;Ed Batsford;pdf;40.2;
Grandes Jugadores;Velasco Gabriel;Velasco Gabriel;1993;Vida y Partidas de Carlos Torre;Ed Incaro;pdf;11.8;
Grandes Jugadores;Viktor Glatman;Viktor Glatman;1992;Akiba Rubinstein's Chess Academy;Ed Glatman;pdf;42;
Grandes Jugadores;Vladimir Kramnik & Damsky Iakov;Vladimir Kramnik;2001;Kramnik, My Life and Games;Ed Everyman;pdf;8.8;
Grandes Jugadores;Vázquez Renier & Romero Alfonzo & Barlov Dragan &;Vázquez Renier;2016;El secreto de Magnus Carlsen;Ed Chessy;pdf;19;
Grandes Jugadores;Wade Robert & O’Connell Kevin;Wade Robert;1973;Todas las partidas de Fischer desde 1955 hasta 1973;Ed Bruguera;pdf;15.8;
Grandes Jugadores;Wei Yi;Wei Yi;2015;Best Games;Ed Desconocido;pdf;7.2;
Grandes Jugadores;Winter Edward;Winter Edward;1989;Capablanca A Compendium of Games, Notes & others;Ed McFarland;pdf;18.9;
Grandes Jugadores;Yudovich Mikhail;Yudovich Mikhail;1988;Garry Kasparov. His Career in Chess;Ed Raduga;pdf;18.9;
Grandes Partidas;Aaron Summerscale & Claire Summerscale;Aaron Summerscale;2001;Interview with a Grandmaster;Ed Everyman;pdf;4.8;
Grandes Partidas;Aguilera Ricardo;Aguilera Ricardo;1984;Ajedrez Hipermoderno I;Ed Aguilera;pdf;22.2;
Grandes Partidas;Aguilera Ricardo;Aguilera Ricardo;1984;Ajedrez Hipermoderno II;Ed Aguilera;pdf;17;
Grandes Partidas;Alekhine Alexander;Alekhine Alexander;1980;107 Grandes batallas ajedrecísticas;Ed Oxford University Press;pdf;7.1;
Grandes Partidas;Alekhine Alexander;Alekhine Alexander;1986;Gran Ajedrez;Ed Club de Ajedrez;pdf;14.8;
Grandes Partidas;Avni Amatzia;Avni Amatzia;2004;The Grandmaster's Mind;Ed Gambit;pdf;4.8;
Grandes Partidas;Belawenetz S & Yudovich M;Belawenetz S;1941;6 Notables Maestros;Ed Grabo;pdf;12.9;
Grandes Partidas;Belawenetz S & Yudovich M;Belawenetz S;1941;6 Notables Maestros, algebraico Matamoros;Ed Grabo;pdf;33;
Grandes Partidas;Benjamin Joel;Benjamin Joel;2020;World Champion Chess for Junior;Ed New in Chess;pdf;85.4;
Grandes Partidas;Burgess Graham & Nunn John & Emms Johm;Burgess Graham;1998;The World's Greatest Chess Games;Ed Carroll & Graff;pdf;26.4;
Grandes Partidas;Burgess Graham;Burgess Graham;1999;Chess Highlights of the 20th Century;Ed Gambit;pdf;7.3;
Grandes Partidas;Burgess Graham;Burgess Graham;2009;The Mammoth Book of Chess;Ed Press Book;pdf;29;
Grandes Partidas;Camara Luciano;Camara Luciano;1982;El Arte del Ajedrez, de Anderssen a Karpov;Ed Aguilera;pdf;5.9;
Grandes Partidas;Chernev Irving;Chernev Irving;1965;Las Partidas de Ajedrez más instructivas que se hayan Jugado;Ed Faber and Faber;pdf;8;
Grandes Partidas;Crouch Colin;Crouch Colin;2009;Great Attackers;Ed Everyman;pdf;62.8;
Grandes Partidas;Crouch Colin;Crouch Colin;2009;Modern Chess Move by Move;Ed Everyman;pdf;10.1;
Grandes Partidas;Crouch Colin;Crouch Colin;2012;Fighting Chess Move by Move;Ed Everyman;pdf;9.1;
Grandes Partidas;De Greiff Boris;De Greiff Boris;2002;500 Grandes Partidas de la Historia;Ed Planeta;pdf;28.3;
Grandes Partidas;Desconocido;Desconocido;2002;825 Classical Chess Games Annotated;Ed Desconocido;pdf;2.3;
Grandes Partidas;Donner J.H.;Donner J.H.;2006;The King.  Chess Pieces;Ed New in Chess;pdf;11.3;
Grandes Partidas;Euwe Max;Euwe Max;1976;From Steinitz to Fischer;Ed Chess Informant;pdf;33.3;
Grandes Partidas;Evans Larry;Evans Larry;1994;Modern Chess Brilliancies;Ed Hypermodern Press;pdf;3;
Grandes Partidas;Fine Reuben;Fine Reuben;1952;The World's Great Chess Games;Ed Andre Deutsch;pdf;10.4;
Grandes Partidas;Flear Glenn;Flear Glenn;1995;Grandmaster Chess;Ed Cadogan;pdf;11.7;
Grandes Partidas;Franco Zenón;Franco Zenón;2005;Chess Self Improvement;Ed Gambit;pdf;16.8;
Grandes Partidas;Franco Zenón;Franco Zenón;2006;Partidas Selectas de Ajedrez;Ed Desconocido;pdf;5.4;
Grandes Partidas;Ftacnik Lubomir & Kopec Danny & Browne Walter;Ftacnik Lubomir;2009;Champion of the New Millenium;Ed Quality Chess;pdf;72.4;
Grandes Partidas;Ganzo Julio;Ganzo Julio;1949;5 Siglos de Ajedrez 1500 a 1949;Ed Aguilera;pdf;7.4;
Grandes Partidas;Giri Anish;Giri Anish;2015;After Magnus;Ed New In Chess;pdf;3.9;
Grandes Partidas;Gligoric Svetozar;Gligoric Svetozar;1970;Selected Chess Masterpieces;Ed David McKay;pdf;5.6;
Grandes Partidas;Golombek Harry;Golombek Harry;1959;50 Grandes Partidas del Ajedrez Moderno;Ed CECSA;pdf;3.4;
Grandes Partidas;Grivainis Kon;Grivainis Kon;2001;Juegue y gane al ajedrez por correspondencia;Ed Paidotribo;pdf;12.4;
Grandes Partidas;Haik Aldo & Fornasari Carlos;Haik Aldo;2001;Ajedrez Espectacular;Ed Paidotribo;pdf;25.2;
Grandes Partidas;Harding Tim;Harding Tim;2002;64 Great Chess Games;Ed Chess Mail;pdf;1.6;
Grandes Partidas;Harding Tim;Harding Tim;2011;Correspondence Chess in Britain and Ireland1824 to 1987;Ed McFarland;pdf;15.7;
Grandes Partidas;Hodgson Julian;Hodgson Julian;1996;Attack Book 1;Ed Enterprises;pdf;3.3;
Grandes Partidas;Hodgson Julian;Hodgson Julian;1997;Attack Book 2;Ed Enterprises;pdf;3.1;
Grandes Partidas;Horowitz IA;Horowitz IA;1971;The Golden Treasury of Chess;Ed Cornerstone;pdf;17;
Grandes Partidas;Informador;Informador;2008;The Best of the best 1000;Ed Chess Informant;pdf;19.9;
Grandes Partidas;Karpov Anatoly & Gik  Yevgeny;Karpov Anatoly;1981;Chess Kaleidoscope;Ed Pergamon;pdf;23.7;
Grandes Partidas;Karpov Anatoly & Guik Eugene;Karpov Anatoly;1984;Mosaico Ajedrecistico (2);Ed Raduga;pdf;35.4;
Grandes Partidas;Karpov Anatoly & Guik Eugene;Karpov Anatoly;1984;Mosaico Ajedrecistico;Ed Raduga;pdf;35.3;
Grandes Partidas;Karpov Anatoly & Morovic;Karpov Anatoly;2000;Super Ajedrez;Ed Enmanuel;pdf;9;
Grandes Partidas;Karpov Anatoly;Karpov Anatoly;1985;Miniatures from the World Champions;Ed Batsford;pdf;4.4;
Grandes Partidas;Kasparov Garry;Kasparov Garry;1983;Fighting Chess. My Games and Career;Ed Batsford;pdf;15.4;
Grandes Partidas;Kasparov Garry;Kasparov Garry;1999;La pasion del ajedrez 05 Partidas Inmortales;Ed Salvat;pdf;20.6;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2003;Mis geniales predecesores Vol 1. De Steinitz a Alekhine (I);Ed Everyman;pdf;34.7;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2003;Mis Geniales Predecesores Vol 1. De Steinitz a Alekhine;Ed Everyman (2);pdf;29.7;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2003;Mis Geniales Predecesores Vol 1. De Steinitz a Alekhine;Ed Everyman;pdf;29.5;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2003;Mis Geniales Predecesores Vol 2. De Euwe a Tal;Ed Everyman;pdf;30.1;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2003;Mis Geniales Predecesores Vol 2. De Euwe a Tal-ant;Ed Everyman;pdf;45.6;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2004;Mis geniales predecesores Vol 3. De Petrosian a Spassky (I);Ed Everyman;pdf;37.9;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2004;Mis Geniales Predecesores Vol 3. De Petrosian a Spassky;Ed Everyman;pdf;69;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2004;Mis Geniales Predecesores Vol 3. De Petrosian a Spassky Ant;Ed Everyman;pdf;14.6;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2004;Mis Geniales Predecesores Vol 4. Robert Fischer (I);Ed Everyman;pdf;59.4;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2004;Mis Geniales Predecesores Vol 4. Robert Fischer;Ed Everyman;pdf;24.7;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2006;Mis Geniales Predecesores Vol 5. Korchnoi y Karpov (I);Ed Everyman;pdf;16.9;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2006;Mis geniales predecesores Vol 5. Korchnoi y Karpov;Ed Everyman;pdf;12.7;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2007;Modern Chess Part 1. Revolution in the 70s;Ed Everyman;pdf;18.6;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2008;Modern Chess Part 2. Kasparov vs Karpov 1975 a 1985;Ed Everyman;pdf;24.1;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2009;Modern Chess Part 3. Kasparov vs Karpov 1986 a 1987;Ed Everyman;pdf;22.2;
Grandes Partidas;Kasparov Garry;Kasparov Garry;2010;Modern Chess Part 4. Kasparov vs Karpov 1988 a 2009;Ed Everyman;pdf;23.3;
Grandes Partidas;Kavalek Lubomir;Kavalek Lubomir;2020;Partidas Comentadas por Kaalek;Ed Jaque;pdf;4.4;
Grandes Partidas;Keene Raymond;Keene Raymond;1977;The Chess Combination From Philidor to Karpov;Ed Pergamon;pdf;1.9;
Grandes Partidas;Keene Raymond;Keene Raymond;1994;Contenders for the Crown;Ed Batsford;pdf;4.2;
Grandes Partidas;Keene Raymond;Keene Raymond;1998;Learn from the Grandmasters;Ed Batsford;pdf;4.5;
Grandes Partidas;Keres Paul & Nei Ivo;Keres Paul;2005;4 X 25 Fischer, Spassky, Korchnoi, Larsen;Ed Chessy;pdf;7.2;
Grandes Partidas;Keres Paul;Keres Paul;1991;Power Chess;Ed David McKay;pdf;66.5;
Grandes Partidas;Kopec Danny & Ftacnik Lubomir;Kopec Danny;2004;Winning the Won Game;Ed Batsford;pdf;10.3;
Grandes Partidas;Kopec Danny & Pritchett;Kopec Danny;2002;Chess World Title Contenders and their Styles;Ed Dover;pdf;5.9;
Grandes Partidas;Kotov Alexander & Yudovich Mikhail;Kotov Alexander;1958;Maestros del ajedrez ruso;Ed Sopena;pdf;22.8;
Grandes Partidas;Kotronias Vassilios;Kotronias Vassilios;2011;The Grandmaster Battle Manual;Ed Quality Chess;pdf;9.5;
Grandes Partidas;Lakdawala Cyrus;Lakdawala Cyrus;2020;In the Zone;Ed New in Chess;pdf;74.1;
Grandes Partidas;Le Lionnais Francois;Le Lionnais Francois;1965;Premios de Belleza en Ajedrez;Ed Bruguera;pdf;75.6;
Grandes Partidas;Levenfish Grigory;Levenfish Grigory;2019;Soviet Outcast;Ed Quality Chess;pdf;14.5;
Grandes Partidas;López Manzano Antonio & Monedero González José;López Manzano Antonio;2002;Ajedrez Esencial;Ed Paidotribo;pdf;51.4;
Grandes Partidas;Marchisotti Eduardo Jorge;Marchisotti Eduardo Jorge;1952;Joyas del Ajedrez Postal;Ed Grabo;pdf;4.2;
Grandes Partidas;McDonald Neil;McDonald Neil;2007;Giants of Strategy;Ed Everyman;pdf;37.2;
Grandes Partidas;McDonald Neil;McDonald Neil;2009;The Giants of Power Play;Ed Everyman;pdf;12.4;
Grandes Partidas;Mednis Edmar;Mednis Edmar;1993;Strategic Chess Mastering the closed game;Ed Dover;pdf;18.7;
Grandes Partidas;Mednis Edmar;Mednis Edmar;2000;Como derrotar a un rival superior;Ed Paidotribo;pdf;11;
Grandes Partidas;Motwani Paul;Motwani Paul;1999;The Most Instructive Games of the young Grandmasters;Ed Everyman;pdf;6.2;
Grandes Partidas;Naiditsch Arkadij & Balogh Csaba & Maze Sebastien;Naiditsch Arkadij;2016;Most Exciting Games of 2016;Ed Chess Evolution;pdf;6.5;
Grandes Partidas;Naiditsch Arkadij & Balogh Csaba & Maze Sebastien;Naiditsch Arkadij;2016;Most stuning victories of 2016;Ed Chess Evolution;pdf;6.4;
Grandes Partidas;Naiditsch Arkadij & Balogh Csaba;Naiditsch Arkadij;2016;Best attacking games of 2012-2015;Ed Chess Evolution;pdf;7.3;
Grandes Partidas;Naiditsch Arkadij & Balogh Csaba;Naiditsch Arkadij;2016;Las mejores partidas de lucha 2012-2015;Ed Chess Evolution;pdf;7.4;
Grandes Partidas;Naiditsch Arkadij & Balogh Csaba;Naiditsch Arkadij;2016;Most interesting draws of 2012-2015;Ed Chess Evolution;pdf;7.3;
Grandes Partidas;Naiditsch Arkadij & Balogh Csaba;Naiditsch Arkadij;2016;Obras maestras posicionales 2012-2015;Ed Chess Evolution;pdf;6.8;
Grandes Partidas;Nunn John;Nunn John;2007;Grandmaster Secrets Winning Quickly at Chess;Ed Gambit;pdf;12.6;
Grandes Partidas;O'Kelly Albéric;O'Kelly Albéric;2020;Partidas Comentadas tomo 1;Ed Matamoros;pdf;17.1;
Grandes Partidas;Pachman Ludeck;Pachman Ludeck;1973;Partidas decisivas;Ed Mr;pdf;18.5;038.
Grandes Partidas;Pachman Ludeck;Pachman Ludeck;1973;Partidas decisivas OCR;Ed Mr;pdf;145.6;038.
Grandes Partidas;Pachman Ludeck;Pachman Ludeck;1975;Pachman's Decisive Games;Ed Pitman;pdf;7.4;
Grandes Partidas;Palau Luis;Palau Luis;1973;Joyas del Ajedrez;Ed Sopena;pdf;17.4;
Grandes Partidas;Pandolfini Bruce;Pandolfini Bruce;1988;Ajedrez por campeones;Ed Mr;pdf;15;082.
Grandes Partidas;Petrosian Tigran;Petrosian Tigran;1989;Ajedrez en la cumbre;Ed Eseuve;pdf;15.7;
Grandes Partidas;Pritchett Craig & Kopec Danny;Pritchett Craig;1980;Best Games Of The Young Grandmasters;Ed Bell Chess Books;pdf;3.7;
Grandes Partidas;Pritchett Craig;Pritchett Craig;2009;Heroes of Classical Chess;Ed Everyman;pdf;5.2;
Grandes Partidas;Pritchett Craig;Pritchett Craig;2011;Giants of Innovation;Ed Everyman;pdf;24.8;
Grandes Partidas;Pritchett Craig;Pritchett Craig;2013;Great Chess Romantics;Ed Everyman;pdf;17.5;
Grandes Partidas;Rahal Michael;Rahal Michael;2012;Secretos de los Campeones;Ed Esfera;pdf;1;
Grandes Partidas;Rodriguez Amador & Illescas Miguel;Rodriguez Amador;2010;Joyas del ajedrez moderno 1;Ed EDAMI;pdf;17.2;
Grandes Partidas;Rodriguez Amador & Illescas Miguel;Rodriguez Amador;2011;Joyas del ajedrez moderno 2;Ed EDAMI;pdf;23;
Grandes Partidas;Russek Guil;Russek Guil;2003;Ajedrez Partidas Clasicas de Paul Morphy a Mikhail Tal;Ed Selector;pdf;7.5;
Grandes Partidas;Russek Guil;Russek Guil;2011;Campeones modernos de ajedrez;Ed Selector;pdf;1;
Grandes Partidas;Seirawan Yasser & Minev Nikolay;Seirawan Yasser;1991;Take My Rooks;Ed International Chess Enterprises;pdf;9.5;
Grandes Partidas;Seirawan Yasser;Seirawan Yasser;1995;Winning Chess Brilliancies;Ed Microsoft Press;pdf;24.8;
Grandes Partidas;Smyslov Vasily;Smyslov Vasily;2019;Partidas comentadas por Vasily Smyslov;Ed Jaque;pdf;12.8;
Grandes Partidas;Stohl Igor;Stohl Igor;2001;Instructive Modern Chess Masterpieces;Ed Gambit;pdf;24.7;
Grandes Partidas;Tal Mikhail;Tal Mikhail;2000;Partidas Comentadas por Mijail Tal editado por José Luis Matamor;Ed Jaque;pdf;10.3;
Grandes Partidas;Tarrasch Siegbert;Tarrasch Siegbert;1999;Three Hundred Chess Games;Ed Hays;pdf;21.5;
Grandes Partidas;Tarrasch Siegbert;Tarrasch Siegbert;2012;300 Partidas de Ajedrez;Ed La Casa del Ajedrez;pdf;11.3;
Grandes Partidas;Tartajubov;Tartajubov;2017;Colección de partidas;Ed Desconocido;pdf;0.5;
Grandes Partidas;Tartakower Savielly & du Mont Julius;Tartakower Savielly;1952;500 Master Games of Chess;Ed Dover;pdf;9.6;
Grandes Partidas;Tartakower Savielly & du Mont Julius;Tartakower Savielly;1955;100 partidas magistrales;Ed CECSA;pdf;8;
Grandes Partidas;Timman Jan;Timman Jan;1993;El arte del análisis;Ed Jaque;pdf;4.4;
Grandes Partidas;Timman Jan;Timman Jan;1993;Trabajo en Ajedrez;Ed Jaque;pdf;46.6;
Grandes Partidas;Timman Jan;Timman Jan;1994;Chess the Adventurous Way;Ed New in Chess;pdf;7.7;
Grandes Partidas;Timman Jan;Timman Jan;2003;The Art of Chess Analysis;Ed Everyman;pdf;5.9;
Grandes Partidas;Timman Jan;Timman Jan;2016;Timman's Titans, my World Chess Champions;Ed New in Chess;pdf;12.9;
Grandes Partidas;Wenman P.;Wenman P.;1939;100 Chess Gems;Ed Pitman;pdf;9.2;
Grandes Partidas;Wenman P.;Wenman P.;1947;175 Chess Brilliancies;Ed Pitman;pdf;12.6;
Grandes Partidas;Wenzhe Liu;Wenzhe Liu;2002;The Chinese School of Chess;Ed Batsford;pdf;24.7;
Grandes Partidas;Wenzhe Liu;Wenzhe Liu;2004;La escuela China de Ajedrez;Ed Tutor;pdf;15.6;
Grandes Partidas;Winter William;Winter William;1954;Kings of Chess;Ed Carroll & Graff;pdf;34.5;
Partidas por Aperturas;Aagaard Jacob & Shaw John;Aagaard Jacob;2004;Experts vs the Anti Sicilian;Ed Quality Chess;pdf;6.8;
Partidas por Aperturas;Aagaard Jacob & Shaw John;Aagaard Jacob;2006;Experts vs the Sicilian;Ed Quality Chess;pdf;8.1;
